Symbol,cp,Initial cash,Final cash,Total return,Trades,Win rate,Sharpe ratio,Max drawdown,BTC_cp,ETH_cp,SOL_cp
DAR,10.0,10000.0,12395.061728395061,23.950617283950614,1,100.0,9.111628718977332,-10.12586805555555,10.0,10.0,10.0
DOGE,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
DOGE,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
DOGE,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
DOGE,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
DOGE,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
DOGE,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
DOGE,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
DOGE,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
DOGE,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
DOGE,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
DOGE,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
DOGE,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
DOGE,-4.0,10000.0,9558.741648106905,-4.41258351893095,1,0.0,-1.652732522074555,-4.41258351893095,-4.0,-4.0,-4.0
DOGE,-3.5,10000.0,10137.687460585856,1.3768746058585566,3,66.66666666666666,0.43687733038687776,-4.41258351893095,-3.5,-3.5,-3.5
DOGE,-3.0,10000.0,17448.588676291613,74.48588676291612,6,83.33333333333334,4.709089530608243,-8.083735909822853,-3.0,-3.0,-3.0
DOGE,-2.5,10000.0,17261.16141931231,72.6116141931231,9,77.77777777777779,3.263575289331369,-24.728310206198937,-2.5,-2.5,-2.5
DOGE,-2.0,10000.0,18224.364629619606,82.24364629619606,15,66.66666666666666,3.336607467417736,-24.728310206198927,-2.0,-2.0,-2.0
DOGE,-1.5,10000.0,25436.414676323893,154.36414676323892,26,61.53846153846154,4.103066034605955,-24.728310206198937,-1.5,-1.5,-1.5
DOGE,-1.0,10000.0,27882.8762767391,178.82876276739103,44,63.63636363636363,3.821605144381079,-32.50036375230892,-1.0,-1.0,-1.0
DOGE,-0.5,10000.0,31586.95063990332,215.86950639903318,50,62.0,3.908834102337552,-32.5003637523089,-0.5,-0.5,-0.5
DOGE,0.0,10000.0,23451.831537061655,134.51831537061653,37,64.86486486486487,2.8630218882537917,-42.22539229671898,0.0,0.0,0.0
DOGE,0.5,10000.0,13664.861636494601,36.648616364946015,21,52.38095238095239,1.3466374647037787,-48.55640020057074,0.5,0.5,0.5
DOGE,1.0,10000.0,11254.013533306728,12.540135333067282,13,46.15384615384615,0.8274259727449014,-55.23558955630317,1.0,1.0,1.0
DOGE,1.5,10000.0,8954.049907192168,-10.459500928078324,7,42.857142857142854,0.23093499340030002,-64.38401606745505,1.5,1.5,1.5
DOGE,2.0,10000.0,7744.0861485646465,-22.559138514353535,3,66.66666666666666,-0.14021948839513043,-68.40880255789085,2.0,2.0,2.0
DOGE,2.5,10000.0,7744.0861485646465,-22.559138514353535,3,66.66666666666666,-0.14021948839513043,-68.40880255789085,2.5,2.5,2.5
DOGE,3.0,10000.0,7490.483620099026,-25.09516379900974,2,50.0,-0.22510759277066433,-69.44334780892223,3.0,3.0,3.0
DOGE,3.5,10000.0,7490.483620099026,-25.09516379900974,2,50.0,-0.22510759277066433,-69.44334780892223,3.5,3.5,3.5
DOGE,4.0,10000.0,7490.483620099026,-25.09516379900974,2,50.0,-0.22510759277066433,-69.44334780892223,4.0,4.0,4.0
DOGE,4.5,10000.0,7490.483620099026,-25.09516379900974,2,50.0,-0.22510759277066433,-69.44334780892223,4.5,4.5,4.5
DOGE,5.0,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,5.0,5.0,5.0
DOGE,5.5,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,5.5,5.5,5.5
DOGE,6.0,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,6.0,6.0,6.0
DOGE,6.5,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,6.5,6.5,6.5
DOGE,7.0,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,7.0,7.0,7.0
DOGE,7.5,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,7.5,7.5,7.5
DOGE,8.0,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,8.0,8.0,8.0
DOGE,8.5,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,8.5,8.5,8.5
DOGE,9.0,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,9.0,9.0,9.0
DOGE,9.5,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,9.5,9.5,9.5
DOGE,10.0,10000.0,7303.140932838169,-26.968590671618315,1,0.0,-0.2898581311156815,-69.44334780892223,10.0,10.0,10.0
DOGS,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
DOGS,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
DOGS,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
DOGS,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
DOGS,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
DOGS,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
DOGS,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
DOGS,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
DOGS,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
DOGS,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
DOGS,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
DOGS,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
DOGS,-4.0,10000.0,9490.373725934314,-5.096262740656857,1,0.0,-1.6527325220745546,-5.096262740656857,-4.0,-4.0,-4.0
DOGS,-3.5,10000.0,9528.17077884805,-4.7182922115194925,3,33.33333333333333,-1.078456480441142,-6.618683907438299,-3.5,-3.5,-3.5
DOGS,-3.0,10000.0,14802.810727020456,48.028107270204565,6,50.0,3.31187903458933,-9.990285262166514,-3.0,-3.0,-3.0
DOGS,-2.5,10000.0,11791.04231562663,17.910423156266297,9,55.55555555555556,1.1048755776508952,-32.243517474633606,-2.5,-2.5,-2.5
DOGS,-2.0,10000.0,13286.575219820645,32.865752198206444,15,53.333333333333336,1.5863090767218628,-32.2435174746336,-2.0,-2.0,-2.0
DOGS,-1.5,10000.0,16584.484392668346,65.84484392668347,26,53.84615384615385,1.990627649463031,-32.243517474633606,-1.5,-1.5,-1.5
DOGS,-1.0,10000.0,25335.847308666376,153.35847308666376,44,61.36363636363637,2.909926457549934,-40.09586310547247,-1.0,-1.0,-1.0
DOGS,-0.5,10000.0,24824.290118973026,148.24290118973025,50,56.00000000000001,2.688526102847277,-44.814630695423936,-0.5,-0.5,-0.5
DOGS,0.0,10000.0,16810.150511807453,68.10150511807453,37,54.054054054054056,1.749080089943222,-62.45131968924608,0.0,0.0,0.0
DOGS,0.5,10000.0,8602.633897260761,-13.973661027392389,21,42.857142857142854,0.35987056173312054,-67.14131582211805,0.5,0.5,0.5
DOGS,1.0,10000.0,6623.008511499625,-33.76991488500376,13,53.84615384615385,-0.15700765385406928,-73.38162659021955,1.0,1.0,1.0
DOGS,1.5,10000.0,5239.386445050342,-47.60613554949658,7,42.857142857142854,-0.6158885332147691,-78.94250859102189,1.5,1.5,1.5
DOGS,2.0,10000.0,4513.149876348064,-54.868501236519364,3,33.33333333333333,-0.9022982509209411,-81.78412517421256,2.0,2.0,2.0
DOGS,2.5,10000.0,4513.149876348064,-54.868501236519364,3,33.33333333333333,-0.9022982509209411,-81.78412517421256,2.5,2.5,2.5
DOGS,3.0,10000.0,4331.723003026614,-56.68276996973386,2,50.0,-0.981458301425865,-82.51639627200552,3.0,3.0,3.0
DOGS,3.5,10000.0,4331.723003026614,-56.68276996973386,2,50.0,-0.981458301425865,-82.51639627200552,3.5,3.5,3.5
DOGS,4.0,10000.0,4331.723003026614,-56.68276996973386,2,50.0,-0.981458301425865,-82.51639627200552,4.0,4.0,4.0
DOGS,4.5,10000.0,4331.723003026614,-56.68276996973386,2,50.0,-0.981458301425865,-82.51639627200552,4.5,4.5,4.5
DOGS,5.0,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,5.0,5.0,5.0
DOGS,5.5,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,5.5,5.5,5.5
DOGS,6.0,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,6.0,6.0,6.0
DOGS,6.5,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,6.5,6.5,6.5
DOGS,7.0,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,7.0,7.0,7.0
DOGS,7.5,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,7.5,7.5,7.5
DOGS,8.0,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,8.0,8.0,8.0
DOGS,8.5,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,8.5,8.5,8.5
DOGS,9.0,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,9.0,9.0,9.0
DOGS,9.5,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,9.5,9.5,9.5
DOGS,10.0,10000.0,4259.789875835721,-57.40210124164279,1,0.0,-1.0143947548007846,-82.51639627200552,10.0,10.0,10.0
DOT,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
DOT,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
DOT,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
DOT,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
DOT,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
DOT,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
DOT,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
DOT,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
DOT,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
DOT,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
DOT,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
DOT,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
DOT,-4.0,10000.0,9553.77339091096,-4.462266090890407,1,0.0,-1.652732522074555,-4.462266090890407,-4.0,-4.0,-4.0
DOT,-3.5,10000.0,10017.318207860133,0.17318207860133045,3,66.66666666666666,0.0980194278649551,-4.462266090890407,-3.5,-3.5,-3.5
DOT,-3.0,10000.0,14783.783354553661,47.83783354553661,6,83.33333333333334,3.915399892671107,-6.725574577411527,-3.0,-3.0,-3.0
DOT,-2.5,10000.0,15356.086481865452,53.56086481865452,9,77.77777777777779,3.051399683466642,-18.17114340231909,-2.5,-2.5,-2.5
DOT,-2.0,10000.0,17033.349233860255,70.33349233860255,15,66.66666666666666,3.399708195494328,-18.171143402319085,-2.0,-2.0,-2.0
DOT,-1.5,10000.0,21199.497978613817,111.99497978613817,26,61.53846153846154,3.686616281049088,-18.171143402319082,-1.5,-1.5,-1.5
DOT,-1.0,10000.0,25068.33019917744,150.68330199177439,44,61.36363636363637,3.759202196015851,-26.371333296014026,-1.0,-1.0,-1.0
DOT,-0.5,10000.0,26218.151748710752,162.18151748710753,50,62.0,3.639595991998862,-26.371333296014026,-0.5,-0.5,-0.5
DOT,0.0,10000.0,18530.307959735474,85.30307959735474,37,67.56756756756756,2.3293591789047237,-39.13107294877439,0.0,0.0,0.0
DOT,0.5,10000.0,12001.81356823157,20.018135682315695,21,61.904761904761905,1.0031056461960852,-39.131072948774396,0.5,0.5,0.5
DOT,1.0,10000.0,10320.535955874335,3.205359558743348,13,53.84615384615385,0.5651125759916685,-43.64856789822084,1.0,1.0,1.0
DOT,1.5,10000.0,8562.452693350951,-14.375473066490486,7,57.14285714285714,0.03284345230599948,-53.22552107276957,1.5,1.5,1.5
DOT,2.0,10000.0,7717.153654477876,-22.828463455221236,3,66.66666666666666,-0.25833151950551586,-57.058801543231006,2.0,2.0,2.0
DOT,2.5,10000.0,7717.153654477876,-22.828463455221236,3,66.66666666666666,-0.25833151950551586,-57.058801543231006,2.5,2.5,2.5
DOT,3.0,10000.0,7530.392541238346,-24.69607458761654,2,50.0,-0.3271060290643808,-58.09801190325441,3.0,3.0,3.0
DOT,3.5,10000.0,7530.392541238346,-24.69607458761654,2,50.0,-0.3271060290643808,-58.09801190325441,3.5,3.5,3.5
DOT,4.0,10000.0,7530.392541238346,-24.69607458761654,2,50.0,-0.3271060290643808,-58.09801190325441,4.0,4.0,4.0
DOT,4.5,10000.0,7530.392541238346,-24.69607458761654,2,50.0,-0.3271060290643808,-58.09801190325441,4.5,4.5,4.5
DOT,5.0,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,5.0,5.0,5.0
DOT,5.5,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,5.5,5.5,5.5
DOT,6.0,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,6.0,6.0,6.0
DOT,6.5,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,6.5,6.5,6.5
DOT,7.0,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,7.0,7.0,7.0
DOT,7.5,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,7.5,7.5,7.5
DOT,8.0,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,8.0,8.0,8.0
DOT,8.5,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,8.5,8.5,8.5
DOT,9.0,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,9.0,9.0,9.0
DOT,9.5,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,9.5,9.5,9.5
DOT,10.0,10000.0,7492.134831460675,-25.07865168539325,1,0.0,-0.34157801774645263,-58.09801190325441,10.0,10.0,10.0
DYDX,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
DYDX,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
DYDX,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
DYDX,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
DYDX,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
DYDX,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
DYDX,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
DYDX,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
DYDX,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
DYDX,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
DYDX,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
DYDX,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
DYDX,-4.0,10000.0,9458.820255982193,-5.411797440178071,1,0.0,-1.652732522074555,-5.411797440178071,-4.0,-4.0,-4.0
DYDX,-3.5,10000.0,9791.107855029863,-2.0889214497013744,3,66.66666666666666,-0.4858874316540299,-5.411797440178071,-3.5,-3.5,-3.5
DYDX,-3.0,10000.0,14641.000093437877,46.41000093437877,6,83.33333333333334,3.739870591413564,-9.366218856730871,-3.0,-3.0,-3.0
DYDX,-2.5,10000.0,13454.060177010577,34.540601770105766,9,77.77777777777779,2.0046749098397108,-22.735317779565566,-2.5,-2.5,-2.5
DYDX,-2.0,10000.0,16250.80535277843,62.5080535277843,15,73.33333333333333,2.81812106561797,-22.73531777956557,-2.0,-2.0,-2.0
DYDX,-1.5,10000.0,17937.060283881845,79.37060283881846,26,61.53846153846154,2.6407508392835526,-22.735317779565577,-1.5,-1.5,-1.5
DYDX,-1.0,10000.0,25034.40602794905,150.34406027949052,44,65.9090909090909,3.3971594363166013,-29.871618090011538,-1.0,-1.0,-1.0
DYDX,-0.5,10000.0,22953.06340585814,129.53063405858143,50,62.0,2.893629317538232,-29.87161809001154,-0.5,-0.5,-0.5
DYDX,0.0,10000.0,14169.910819309847,41.699108193098475,37,62.16216216216216,1.4433852815952535,-49.227424606132466,0.0,0.0,0.0
DYDX,0.5,10000.0,8326.329800653113,-16.73670199346887,21,38.095238095238095,0.07046765386616118,-53.35694015419746,0.5,0.5,0.5
DYDX,1.0,10000.0,7057.947761371383,-29.420522386286162,13,46.15384615384615,-0.3300298857357761,-58.310593435596644,1.0,1.0,1.0
DYDX,1.5,10000.0,5720.828784170584,-42.79171215829416,7,42.857142857142854,-0.8414603026291174,-65.87979053251367,1.5,1.5,1.5
DYDX,2.0,10000.0,5062.403187984282,-49.375968120157175,3,33.33333333333333,-1.1339998634097197,-69.03950050613955,2.0,2.0,2.0
DYDX,2.5,10000.0,5062.403187984282,-49.375968120157175,3,33.33333333333333,-1.1339998634097197,-69.03950050613955,2.5,2.5,2.5
DYDX,3.0,10000.0,4894.081677222102,-51.05918322777898,2,50.0,-1.2150171405331145,-70.06891634980988,3.0,3.0,3.0
DYDX,3.5,10000.0,4894.081677222102,-51.05918322777898,2,50.0,-1.2150171405331145,-70.06891634980988,3.5,3.5,3.5
DYDX,4.0,10000.0,4894.081677222102,-51.05918322777898,2,50.0,-1.2150171405331145,-70.06891634980988,4.0,4.0,4.0
DYDX,4.5,10000.0,4894.081677222102,-51.05918322777898,2,50.0,-1.2150171405331145,-70.06891634980988,4.5,4.5,4.5
DYDX,5.0,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,5.0,5.0,5.0
DYDX,5.5,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,5.5,5.5,5.5
DYDX,6.0,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,6.0,6.0,6.0
DYDX,6.5,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,6.5,6.5,6.5
DYDX,7.0,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,7.0,7.0,7.0
DYDX,7.5,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,7.5,7.5,7.5
DYDX,8.0,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,8.0,8.0,8.0
DYDX,8.5,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,8.5,8.5,8.5
DYDX,9.0,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,9.0,9.0,9.0
DYDX,9.5,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,9.5,9.5,9.5
DYDX,10.0,10000.0,4847.389279009943,-51.52610720990057,1,0.0,-1.2385429195812876,-70.06891634980988,10.0,10.0,10.0
EGLD,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
EGLD,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
EGLD,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
EGLD,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
EGLD,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
EGLD,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
EGLD,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
EGLD,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
EGLD,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
EGLD,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
EGLD,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
EGLD,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
EGLD,-4.0,10000.0,9614.438063986874,-3.8556193601312585,1,0.0,-1.652732522074555,-3.8556193601312585,-4.0,-4.0,-4.0
EGLD,-3.5,10000.0,9921.147737747606,-0.7885226225239421,3,33.33333333333333,-0.18464584261207814,-4.36930260486788,-3.5,-3.5,-3.5
EGLD,-3.0,10000.0,14948.642195339538,49.48642195339538,6,50.0,3.8763522823812226,-8.643300253812315,-3.0,-3.0,-3.0
EGLD,-2.5,10000.0,13860.996626702337,38.609966267023374,9,55.55555555555556,2.307699400869147,-21.268203883495147,-2.5,-2.5,-2.5
EGLD,-2.0,10000.0,14676.160403366324,46.76160403366325,15,53.333333333333336,2.3930221961602123,-21.268203883495147,-2.0,-2.0,-2.0
EGLD,-1.5,10000.0,16117.958401614433,61.179584016144325,26,50.0,2.1686172644100967,-21.268203883495154,-1.5,-1.5,-1.5
EGLD,-1.0,10000.0,21643.00957171168,116.43009571711677,44,61.36363636363637,2.9333104667543215,-28.048049452304536,-1.0,-1.0,-1.0
EGLD,-0.5,10000.0,23340.644970590027,133.4064497059003,50,60.0,2.882937063094185,-30.592868107256727,-0.5,-0.5,-0.5
EGLD,0.0,10000.0,15988.978174385424,59.88978174385424,37,64.86486486486487,1.7515606525980065,-42.93082524271845,0.0,0.0,0.0
EGLD,0.5,10000.0,10209.575469210424,2.0957546921042374,21,61.904761904761905,0.577324058222676,-50.114144852308804,0.5,0.5,0.5
EGLD,1.0,10000.0,8357.676555685772,-16.42323444314228,13,53.84615384615385,0.07636134403352245,-58.9132231442004,1.0,1.0,1.0
EGLD,1.5,10000.0,6907.628227970739,-30.923717720292608,7,42.857142857142854,-0.3958452277259781,-66.04173687334463,1.5,1.5,1.5
EGLD,2.0,10000.0,6284.5825890322385,-37.15417410967761,3,33.33333333333333,-0.625467668594515,-68.5724008443136,2.0,2.0,2.0
EGLD,2.5,10000.0,6284.5825890322385,-37.15417410967761,3,33.33333333333333,-0.625467668594515,-68.5724008443136,2.5,2.5,2.5
EGLD,3.0,10000.0,6086.717170187145,-39.13282829812855,2,50.0,-0.7035431315688764,-69.56187548039969,3.0,3.0,3.0
EGLD,3.5,10000.0,6086.717170187145,-39.13282829812855,2,50.0,-0.7035431315688764,-69.56187548039969,3.5,3.5,3.5
EGLD,4.0,10000.0,6086.717170187145,-39.13282829812855,2,50.0,-0.7035431315688764,-69.56187548039969,4.0,4.0,4.0
EGLD,4.5,10000.0,6086.717170187145,-39.13282829812855,2,50.0,-0.7035431315688764,-69.56187548039969,4.5,4.5,4.5
EGLD,5.0,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,5.0,5.0,5.0
EGLD,5.5,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,5.5,5.5,5.5
EGLD,6.0,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,6.0,6.0,6.0
EGLD,6.5,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,6.5,6.5,6.5
EGLD,7.0,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,7.0,7.0,7.0
EGLD,7.5,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,7.5,7.5,7.5
EGLD,8.0,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,8.0,8.0,8.0
EGLD,8.5,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,8.5,8.5,8.5
EGLD,9.0,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,9.0,9.0,9.0
EGLD,9.5,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,9.5,9.5,9.5
EGLD,10.0,10000.0,6019.61950059453,-39.8038049940547,1,0.0,-0.7310273162816696,-69.56187548039969,10.0,10.0,10.0
EIGEN,-10.0,10000.0,10000.0,0.0,0,0.0,,0.0,-10.0,-10.0,-10.0
EIGEN,-9.5,10000.0,10000.0,0.0,0,0.0,,0.0,-9.5,-9.5,-9.5
EIGEN,-9.0,10000.0,10000.0,0.0,0,0.0,,0.0,-9.0,-9.0,-9.0
EIGEN,-8.5,10000.0,10000.0,0.0,0,0.0,,0.0,-8.5,-8.5,-8.5
EIGEN,-8.0,10000.0,10000.0,0.0,0,0.0,,0.0,-8.0,-8.0,-8.0
EIGEN,-7.5,10000.0,10000.0,0.0,0,0.0,,0.0,-7.5,-7.5,-7.5
EIGEN,-7.0,10000.0,10000.0,0.0,0,0.0,,0.0,-7.0,-7.0,-7.0
EIGEN,-6.5,10000.0,10000.0,0.0,0,0.0,,0.0,-6.5,-6.5,-6.5
EIGEN,-6.0,10000.0,10000.0,0.0,0,0.0,,0.0,-6.0,-6.0,-6.0
EIGEN,-5.5,10000.0,10000.0,0.0,0,0.0,,0.0,-5.5,-5.5,-5.5
EIGEN,-5.0,10000.0,10000.0,0.0,0,0.0,,0.0,-5.0,-5.0,-5.0
EIGEN,-4.5,10000.0,10000.0,0.0,0,0.0,,0.0,-4.5,-4.5,-4.5
EIGEN,-4.0,10000.0,9610.06289308176,-3.899371069182398,1,0.0,-1.6527325220745546,-3.899371069182398,-4.0,-4.0,-4.0
EIGEN,-3.5,10000.0,9628.05408802409,-3.719459119759103,3,33.33333333333333,-1.0537362343717689,-5.6786561725546925,-3.5,-3.5,-3.5
